machine_id,window_start,window_end,sample_count,cycle_start,cycle_end,pressure_min,pressure_max,pressure_avg,pressure_std,pressure_trend,temperature_min,temperature_max,temperature_avg,temperature_std,temperature_trend,speed_min,speed_max,speed_avg,speed_std,speed_trend,rul,risk_label
2,1777391525000,1777391530000,9,227,236,642.32,643.49,642.873333,0.305432,0.21,1587.46,1599.65,1593.344444,3.80615,10.7,1404.68,1413.34,1409.958889,2.839708,0.26,51,0
2,1777391525000,1777391530000,9,227,236,642.32,643.49,642.873333,0.305432,0.21,1587.46,1599.65,1593.344444,3.80615,10.7,1404.68,1413.34,1409.958889,2.839708,0.26,51,0
2,1777391530000,1777391535000,10,237,246,642.61,643.77,642.999,0.316621,-0.29,1589.74,1599.71,1595.376,3.445647,-3.31,1406.54,1420.2,1414.726,4.527876,0.44,41,0
2,1777391530000,1777391535000,10,237,246,642.61,643.77,642.999,0.316621,-0.29,1589.74,1599.71,1595.376,3.445647,-3.31,1406.54,1420.2,1414.726,4.527876,0.44,41,0
2,1777391535000,1777391540000,11,247,258,642.47,643.79,643.075455,0.337056,0.04,1593.88,1601.2,1598.308182,1.892876,-2.37,1412.73,1423.55,1418.322727,3.48359,7.9,29,1
2,1777391535000,1777391540000,11,247,258,642.47,643.79,643.075455,0.337056,0.04,1593.88,1601.2,1598.308182,1.892876,-2.37,1412.73,1423.55,1418.322727,3.48359,7.9,29,1
2,1777391540000,1777391545000,9,257,266,642.78,643.69,643.146667,0.259829,0.08,1588.3,1610.1,1594.896667,5.848645,-1.63,1416.63,1426.94,1421.245556,3.049583,-4.4,21,1
2,1777391540000,1777391545000,9,257,266,642.78,643.69,643.146667,0.259829,0.08,1588.3,1610.1,1594.896667,5.848645,-1.63,1416.63,1426.94,1421.245556,3.049583,-4.4,21,1
2,1777391545000,1777391550000,9,267,275,642.96,643.87,643.332222,0.309113,0.71,1594.52,1607.43,1600.467778,3.911342,-6.93,1418.55,1427.83,1422.796667,3.166232,-0.32,12,1
2,1777391545000,1777391550000,9,267,275,642.96,643.87,643.332222,0.309113,0.71,1594.52,1607.43,1600.467778,3.911342,-6.93,1418.55,1427.83,1422.796667,3.166232,-0.32,12,1
2,1777391550000,1777391555000,10,276,285,643.44,643.94,643.734,0.155576,-0.15,1594.21,1605.46,1599.058,3.323254,-8.62,1422.89,1431.17,1427.006,2.841356,1.51,2,1
2,1777391550000,1777391555000,10,276,285,643.44,643.94,643.734,0.155576,-0.15,1594.21,1605.46,1599.058,3.323254,-8.62,1422.89,1431.17,1427.006,2.841356,1.51,2,1
2,1777391555000,1777391560000,2,286,287,643.44,643.85,643.645,0.205,0.41,1603.63,1608.5,1606.065,2.435,4.87,1429.57,1430.84,1430.205,0.635,1.27,0,1
2,1777391555000,1777391560000,2,286,287,643.44,643.85,643.645,0.205,0.41,1603.63,1608.5,1606.065,2.435,4.87,1429.57,1430.84,1430.205,0.635,1.27,0,1
3,1777391550000,1777391555000,1,1,1,642.04,642.04,642.04,0.0,0.0,1584.2,1584.2,1584.2,0.0,0.0,1398.13,1398.13,1398.13,0.0,0.0,178,0
3,1777391550000,1777391555000,1,1,1,642.04,642.04,642.04,0.0,0.0,1584.2,1584.2,1584.2,0.0,0.0,1398.13,1398.13,1398.13,0.0,0.0,178,0
3,1777391555000,1777391560000,7,2,8,641.97,642.66,642.385714,0.26986,-0.43,1580.12,1587.04,1582.275714,2.196321,-5.44,1394.05,1405.76,1399.304286,3.661069,3.24,171,0
3,1777391555000,1777391560000,7,2,8,641.97,642.66,642.385714,0.26986,-0.43,1580.12,1587.04,1582.275714,2.196321,-5.44,1394.05,1405.76,1399.304286,3.661069,3.24,171,0
3,1777391560000,1777391565000,10,9,18,641.83,642.78,642.418,0.325078,-0.34,1581.04,1591.43,1586.051,3.561321,3.32,1392.15,1404.93,1399.274,3.665966,4.0,161,0
3,1777391560000,1777391565000,10,9,18,641.83,642.78,642.418,0.325078,-0.34,1581.04,1591.43,1586.051,3.561321,3.32,1392.15,1404.93,1399.274,3.665966,4.0,161,0
3,1777391565000,1777391570000,11,19,31,641.48,642.36,642.104545,0.281856,-0.57,1579.4,1590.59,1585.039091,3.702187,9.92,1390.93,1405.28,1398.26,4.19709,-2.14,148,0
3,1777391565000,1777391570000,11,19,31,641.48,642.36,642.104545,0.281856,-0.57,1579.4,1590.59,1585.039091,3.702187,9.92,1390.93,1405.28,1398.26,4.19709,-2.14,148,0
3,1777391570000,1777391575000,8,29,37,641.68,642.83,642.155,0.351461,-0.33,1580.96,1584.95,1583.69625,1.20613,-1.75,1396.05,1403.93,1398.6025,2.430379,0.6,142,0
3,1777391570000,1777391575000,8,29,37,641.68,642.83,642.155,0.351461,-0.33,1580.96,1584.95,1583.69625,1.20613,-1.75,1396.05,1403.93,1398.6025,2.430379,0.6,142,0
3,1777391575000,1777391580000,10,38,47,641.72,642.79,642.265,0.319977,0.54,1577.99,1590.25,1584.594,3.91642,9.56,1394.92,1404.49,1399.745,3.313528,-6.53,132,0
3,1777391575000,1777391580000,10,38,47,641.72,642.79,642.265,0.319977,0.54,1577.99,1590.25,1584.594,3.91642,9.56,1394.92,1404.49,1399.745,3.313528,-6.53,132,0
3,1777391580000,1777391585000,11,48,61,642.01,642.73,642.328182,0.234165,0.49,1581.97,1594.2,1586.651818,3.567948,-1.71,1392.35,1407.04,1399.863636,4.518504,-0.59,118,0
3,1777391580000,1777391585000,11,48,61,642.01,642.73,642.328182,0.234165,0.49,1581.97,1594.2,1586.651818,3.567948,-1.71,1392.35,1407.04,1399.863636,4.518504,-0.59,118,0
3,1777391585000,1777391590000,9,58,67,641.69,642.53,642.153333,0.274226,-0.52,1577.22,1591.5,1585.392222,4.135733,3.24,1397.56,1405.66,1401.877778,2.938737,-0.12,112,0
3,1777391585000,1777391590000,9,58,67,641.69,642.53,642.153333,0.274226,-0.52,1577.22,1591.5,1585.392222,4.135733,3.24,1397.56,1405.66,1401.877778,2.938737,-0.12,112,0
3,1777391590000,1777391595000,10,68,77,642.05,642.98,642.56,0.307636,0.04,1579.41,1592.23,1586.62,3.798531,-3.14,1389.86,1406.98,1401.684,4.984169,5.62,102,0
3,1777391590000,1777391595000,10,68,77,642.05,642.98,642.56,0.307636,0.04,1579.41,1592.23,1586.62,3.798531,-3.14,1389.86,1406.98,1401.684,4.984169,5.62,102,0
3,1777391595000,1777391600000,9,78,86,641.74,642.69,642.262222,0.273609,0.26,1579.52,1593.32,1585.126667,4.473845,6.57,1398.73,1414.11,1402.99,4.347784,0.48,93,0
3,1777391595000,1777391600000,9,78,86,641.74,642.69,642.262222,0.273609,0.26,1579.52,1593.32,1585.126667,4.473845,6.57,1398.73,1414.11,1402.99,4.347784,0.48,93,0
3,1777391600000,1777391605000,10,87,96,641.99,642.89,642.35,0.234179,0.57,1582.29,1597.84,1587.827,4.789835,-5.39,1399.5,1409.21,1402.947,3.138006,-1.55,83,0
3,1777391600000,1777391605000,10,87,96,641.99,642.89,642.35,0.234179,0.57,1582.29,1597.84,1587.827,4.789835,-5.39,1399.5,1409.21,1402.947,3.138006,-1.55,83,0
3,1777391605000,1777391610000,10,97,106,641.85,642.94,642.427,0.279358,-1.09,1579.35,1591.89,1586.091,3.648332,4.38,1395.4,1408.84,1403.106,4.225883,-10.32,73,0
3,1777391605000,1777391610000,10,97,106,641.85,642.94,642.427,0.279358,-1.09,1579.35,1591.89,1586.091,3.648332,4.38,1395.4,1408.84,1403.106,4.225883,-10.32,73,0
3,1777391610000,1777391615000,10,107,116,642.22,642.98,642.544,0.242248,0.26,1583.29,1592.41,1587.851,3.100105,4.6,1400.56,1410.67,1404.959,3.456572,-2.83,63,0
3,1777391610000,1777391615000,10,107,116,642.22,642.98,642.544,0.242248,0.26,1583.29,1592.41,1587.851,3.100105,4.6,1400.56,1410.67,1404.959,3.456572,-2.83,63,0
3,1777391615000,1777391620000,10,117,126,642.0,642.82,642.468,0.299393,0.0,1580.5,1594.72,1587.092,3.64875,-4.61,1398.22,1413.79,1406.6,4.085442,7.68,53,0
3,1777391615000,1777391620000,10,117,126,642.0,642.82,642.468,0.299393,0.0,1580.5,1594.72,1587.092,3.64875,-4.61,1398.22,1413.79,1406.6,4.085442,7.68,53,0
3,1777391620000,1777391625000,10,127,136,642.22,643.1,642.56,0.220454,-0.15,1584.08,1597.5,1590.725,3.592729,-4.96,1395.95,1410.11,1406.493,3.845676,11.55,43,0
3,1777391620000,1777391625000,10,127,136,642.22,643.1,642.56,0.220454,-0.15,1584.08,1597.5,1590.725,3.592729,-4.96,1395.95,1410.11,1406.493,3.845676,11.55,43,0
3,1777391625000,1777391630000,9,137,145,642.3,643.08,642.746667,0.272601,-0.1,1584.87,1599.56,1591.742222,4.200013,2.09,1402.45,1416.18,1410.431111,4.745516,-6.26,34,0
3,1777391625000,1777391630000,9,137,145,642.3,643.08,642.746667,0.272601,-0.1,1584.87,1599.56,1591.742222,4.200013,2.09,1402.45,1416.18,1410.431111,4.745516,-6.26,34,0
3,1777391630000,1777391635000,10,146,155,642.69,643.71,643.106,0.273393,-0.88,1588.51,1599.53,1593.137,3.793626,-0.69,1407.58,1421.05,1414.625,3.938452,0.28,24,1
3,1777391630000,1777391635000,10,146,155,642.69,643.71,643.106,0.273393,-0.88,1588.51,1599.53,1593.137,3.793626,-0.69,1407.58,1421.05,1414.625,3.938452,0.28,24,1
3,1777391635000,1777391640000,11,156,166,642.48,643.6,643.036364,0.310989,-0.56,1593.16,1601.99,1597.511818,2.769558,4.64,1411.91,1422.22,1417.265455,3.110339,4.4,13,1
3,1777391635000,1777391640000,11,156,166,642.48,643.6,643.036364,0.310989,-0.56,1593.16,1601.99,1597.511818,2.769558,4.64,1411.91,1422.22,1417.265455,3.110339,4.4,13,1
3,1777391640000,1777391645000,9,167,175,643.15,643.64,643.441111,0.144333,-0.23,1593.72,1606.1,1602.302222,3.78452,-1.67,1415.96,1428.52,1422.602222,3.982999,8.21,4,1
3,1777391640000,1777391645000,9,167,175,643.15,643.64,643.441111,0.144333,-0.23,1593.72,1606.1,1602.302222,3.78452,-1.67,1415.96,1428.52,1422.602222,3.982999,8.21,4,1
3,1777391645000,1777391650000,4,176,179,643.51,643.93,643.695,0.150748,-0.42,1595.61,1606.5,1602.03,4.16961,9.19,1423.5,1438.51,1430.1975,5.430227,-10.28,0,1
3,1777391645000,1777391650000,4,176,179,643.51,643.93,643.695,0.150748,-0.42,1595.61,1606.5,1602.03,4.16961,9.19,1423.5,1438.51,1430.1975,5.430227,-10.28,0,1
4,1777391645000,1777391650000,6,1,6,642.11,642.73,642.418333,0.221617,0.01,1583.54,1590.62,1586.478333,2.533459,5.22,1398.65,1410.36,1403.23,4.390224,-2.58,183,0
